jobId,taskIndex,machineId,startTime, endTime, maxCPU, maxMem, maxDisk
6221861800,12236,257405906,999703728,,0.004784,0,0.0004997
6221861800,12236,257405906,999703728,,0.0007648,0.0005245,0.0002146
6221861800,12236,257405906,999703728,,0.0006199,0.0005236,7.153e-05
6221861800,12236,257405906,999703728,,0.0002117,0.0005131,0.01292
6221861800,12236,257405906,999703728,,0,0,0
6221861800,5535,257405906,999703720,,0.003708,0,7.153e-05
6221861800,5535,257405906,999703720,,0.0005322,0.000639,0.0002146
6221861800,5535,257405906,999703720,,0.0004044,0.000639,0.0006428
6221861800,5535,257405906,999703720,,0.0002222,0.0006037,0.01828
6221861800,5535,257405906,999703720,,0,0,0
6218406404,473,1093649,988037988,,0.1335,0.002075,0.002357
6218406404,473,1093649,988037988,,0.1016,0.001066,0
6218406404,473,1093649,988037988,,0.07471,0.001072,0.0002146
6218406404,473,1093649,988037988,,0.00441,0,0
6218406404,473,1093649,988037988,,0,0,7.153e-05
6218406404,279,1093649,988037980,,0.1215,0.002068,0.001642
6218406404,279,1093649,988037980,,0.09424,0.001987,0.001715
6218406404,279,1093649,988037980,,0.003693,0,0
6218406404,279,1093649,988037980,,0.003174,0.001879,0.0001431
6218406404,279,1093649,988037980,,0,0,0
6250345153,294,1093649,988037970,,0.123,0.006813,0.03784
6250345153,294,1093649,988037970,,0.1223,0.00676,0.01457
6250345153,294,1093649,988037970,,0.1217,0.0106,0.05774
6250345153,294,1093649,988037970,,0.1212,0.006554,0.01385
6250345153,294,1093649,988037970,,0.1189,0.0065,0.01292
6250345153,294,1093649,988037970,,0.1187,0.006477,0.008636
6250345153,294,1093649,988037970,,0.1083,0.01123,0.0647
6250345153,294,1093649,988037970,,0.08691,0.009552,0.0592
6250345153,294,1093649,988037970,,0.06201,0.006607,0.0001431
6250345153,294,1093649,988037970,,0.03253,0.006554,0.006355
6250345153,294,1093649,988037970,,0.01056,0,0
6250345153,294,1093649,988037970,,0.001106,0,7.153e-05
6250345153,294,1093649,988037970,,0,0,0
6250345153,294,1093649,988037970,,0,0,0
6251480902,0,97966544,980769270,,0.05585,0.02899,0.00293
6251480902,0,97966544,980769270,,0.04999,0.02982,0.003784
6251480902,0,97966544,980769270,,0.02011,0.02982,0.01663
6251480902,0,97966544,980769270,,0.01578,0,0
6251480902,0,97966544,980769270,,0,0,7.153e-05
6250245734,3542,351638025,974363037,,0.03491,0.05365,0.002499
6250245734,3542,351638025,974363037,,0.02274,0,0.0009995
6250245734,3542,351638025,974363037,,0.008896,0.05359,0.0004997
6250245734,3542,351638025,974363037,,0,0,0
6221861800,19902,351638025,974363029,,0.0009861,0,0
6221861800,19902,351638025,974363029,,0.0008192,0.0006065,0.0002146
6221861800,19902,351638025,974363029,,0.0005274,0.0006046,0.0001431
6221861800,19902,351638025,974363029,,0,0,0
6221861800,19902,351638025,974363029,,0,0,0
6221861800,15765,1272151,970132490,,0.01746,0.0006104,0.002213
6221861800,15765,1272151,970132490,,0.008438,0.0002079,0.001143
6221861800,15765,1272151,970132490,,0.0009613,0.0008354,7.153e-05
6221861800,15765,1272151,970132490,,0.0007677,0.0008373,7.153e-05
6221861800,15765,1272151,970132490,,0,0,0
6221861800,18733,1272151,970132482,,0.01868,0.0005293,0.002213
6221861800,18733,1272151,970132482,,0.007347,0,0.0007858
6221861800,18733,1272151,970132482,,0.001297,0.0006104,0.0002146
6221861800,18733,1272151,970132482,,0.0005703,0.0006104,7.153e-05
6221861800,18733,1272151,970132482,,0,0,0
6221861800,14591,1272151,970132474,,0.01801,0.000536,0.001429
6221861800,14591,1272151,970132474,,0.006233,0,0.0002146
6221861800,14591,1272151,970132474,,0.000597,0.0005636,0.00243
6221861800,14591,1272151,970132474,,0.0005455,0.0005426,7.153e-05
6221861800,14591,1272151,970132474,,0,0,0
6221861800,15769,1272151,970132466,,0.01926,0.0006533,0.01108
6221861800,15769,1272151,970132466,,0.006248,0,0.0003567
6221861800,15769,1272151,970132466,,0.0006704,0.0006666,0.001572
6221861800,15769,1272151,970132466,,0.000638,0.000659,7.153e-05
6221861800,15769,1272151,970132466,,0,0,0
6221861800,8734,5777359786,962887874,,0.01181,0.0005865,0.02029
6221861800,8734,5777359786,962887874,,0.009766,0,0.002785
6221861800,8734,5777359786,962887874,,0.0006275,0.000576,0.001999
6221861800,8734,5777359786,962887874,,0.000432,0.000576,7.153e-05
6221861800,8734,5777359786,962887874,,0,0,0
6221861800,18571,5777359786,962887866,,0.01138,0.0005283,0.0253
6221861800,18571,5777359786,962887866,,0.01018,0,0.0002861
6221861800,18571,5777359786,962887866,,0.001593,0.0005808,0.0001431
6221861800,18571,5777359786,962887866,,0.0006571,0.0005808,7.153e-05
6221861800,18571,5777359786,962887866,,0,0,0
6221861800,17002,257335596,961625839,,0.0103,0.0006351,0.01886
6221861800,17002,257335596,961625839,,0.005623,0,0
6221861800,17002,257335596,961625839,,0.00072,0.0005455,0.0009995
6221861800,17002,257335596,961625839,,0.0003977,0.0005436,7.153e-05
6221861800,17002,257335596,961625839,,0,0,0.003071
6219557576,40,602971,960001585,,0.009659,0.0002079,0.003857
6219557576,40,602971,960001585,,0.006775,0.003803,0.02164
6219557576,40,602971,960001585,,0.0006685,0.003769,7.153e-05
6219557576,40,602971,960001585,,0.0006142,0.003769,0
6219557576,40,602971,960001585,,0,0,0
5484770275,16,602971,960001575,,0.007721,0.001659,0.01228
5484770275,16,602971,960001575,,0.003139,0.001616,0.0006428
5484770275,16,602971,960001575,,0.001179,0.0003109,0.0006428
5484770275,16,602971,960001575,,0.000514,0.001608,7.153e-05
5484770275,16,602971,960001575,,0,0,0
6249834537,9,602971,960001562,,0.1912,0.01004,0.02509
6249834537,9,602971,960001562,,0.1375,0.01016,0.05719
6249834537,9,602971,960001562,,0.08105,0.00341,0.0002861
6249834537,9,602971,960001562,,0.05664,0.01018,0.01642
6249834537,9,602971,960001562,,0,0,0
5402488769,1462,4802888471,951371885,,0.005226,0.0009918,0.007858
5402488769,1462,4802888471,951371885,,0.005165,0.000145,7.153e-05
5402488769,1462,4802888471,951371885,,0.0002413,0.0009298,7.153e-05
5402488769,1462,4802888471,951371885,,0.0001373,0.000926,7.153e-05
5402488769,1462,4802888471,951371885,,0,0,0
6221861800,4957,4802888471,951371877,,0.02121,0.000699,0.005997
6221861800,4957,4802888471,951371877,,0.001703,0.0003233,0.0002146
6221861800,4957,4802888471,951371877,,0.0005903,0.0008068,7.153e-05
6221861800,4957,4802888471,951371877,,0.0003157,0.0007381,7.153e-05
6221861800,4957,4802888471,951371877,,0,0,0
6221861800,12456,4802888471,951371869,,0.0199,0.0005903,0.007141
6221861800,12456,4802888471,951371869,,0.001757,4.387e-05,0.0002146
6221861800,12456,4802888471,951371869,,0.0006199,0.0007591,0.0002861
6221861800,12456,4802888471,951371869,,0.0002441,0.0007582,0
6221861800,12456,4802888471,951371869,,0,0,0
6221861800,5018,4802888471,951371861,,0.02127,0.0007744,0.008575
6221861800,5018,4802888471,951371861,,0.001774,0.0005474,7.153e-05
6221861800,5018,4802888471,951371861,,0.001245,0.0007544,7.153e-05
6221861800,5018,4802888471,951371861,,0.001165,0.0007544,0.0001431
6221861800,5018,4802888471,951371861,,0,0,0
5402488769,3770,3820867554,942288121,,0.0005369,0,0
5402488769,3770,3820867554,942288121,,0.0003576,0.0009336,7.153e-05
5402488769,3770,3820867554,942288121,,0.0001402,0.0009327,7.153e-05
5402488769,3770,3820867554,942288121,,0,0,0
5402488769,3770,3820867554,942288121,,0,0,0
6221861800,15615,257329852,936117295,,0.01215,0,7.153e-05
6221861800,15615,257329852,936117295,,0.003189,0.0005226,0.02258
6221861800,15615,257329852,936117295,,0.0007257,0.0005245,0.0001431
6221861800,15615,257329852,936117295,,0.0004044,0.0005217,0
6221861800,15615,257329852,936117295,,0,0,0.0001431
6221861800,10955,257329852,936117287,,0.01263,0,0
6221861800,10955,257329852,936117287,,0.003628,0.0005846,0.01859
6221861800,10955,257329852,936117287,,0.0006962,0.0006247,7.153e-05
6221861800,10955,257329852,936117287,,0.0003519,0.0006247,7.153e-05
6221861800,10955,257329852,936117287,,0,0,0
6221861800,18598,3820867554,924891712,,0.001608,0.0008125,0.0002861
6221861800,18598,3820867554,924891712,,0.001303,0.0008097,0
6221861800,18598,3820867554,924891712,,0.0006733,0,7.153e-05
6221861800,18598,3820867554,924891712,,0,0,0
6251277720,446,4469897940,923692140,,0.1582,0.009659,0.01971
6251277720,446,4469897940,923692140,,0.1089,0.009308,0
6251277720,446,4469897940,923692140,,0.08459,0.000597,0.0003567
6251277720,446,4469897940,923692140,,0.06012,0.009323,0.03717
6251277720,446,4469897940,923692140,,0,0,0
6221861800,10759,6567448,903723778,,0.01418,0,0.0002146
6221861800,10759,6567448,903723778,,0.0007191,0.0005608,7.153e-05
6221861800,10759,6567448,903723778,,0,0.0005598,0.009567
6221861800,10759,6567448,903723778,,0,0,0
6221861800,10759,6567448,903723778,,0,0,7.153e-05
6221861800,655,6567448,903723770,,0.01447,0,0.0003567
6221861800,655,6567448,903723770,,0.000762,0.0005884,0.001358
6221861800,655,6567448,903723770,,0,0.000493,0.008499
6221861800,655,6567448,903723770,,0,0,0
6221861800,655,6567448,903723770,,0,0,0.0002146
6221861800,342,6567448,903723762,,0.01471,0,0.0002146
6221861800,342,6567448,903723762,,0.0006428,0.0005579,7.153e-05
6221861800,342,6567448,903723762,,0,0.0004663,0.01422
6221861800,342,6567448,903723762,,0,0,0
6221861800,342,6567448,903723762,,0,0,0.0001431
6221861800,18595,3820867554,895010784,,0.001276,0,0
6221861800,18595,3820867554,895010784,,0.0009184,0.0008907,7.153e-05
6221861800,18595,3820867554,895010784,,0,0,0
6221861800,18595,3820867554,895010784,,0,0,0
6221861800,18595,3820867554,895010784,,0,0,0
6235196851,48,3820867554,895010776,,0.005829,6.294e-05,7.153e-05
6235196851,48,3820867554,895010776,,0.0005751,0.001364,0.0001431
6235196851,48,3820867554,895010776,,0,0,0
6235196851,48,3820867554,895010776,,0,0,
6218406404,1496,2157964271,883571886,,0.06677,0.001526,0.009293
6218406404,1496,2157964271,883571886,,0.009628,0.001476,0.0005713
6218406404,1496,2157964271,883571886,,0.004356,0,7.153e-05
6218406404,1496,2157964271,883571886,,0,0,0
5715747784,9,2157964271,883571878,,0.009094,0,0
5715747784,9,2157964271,883571878,,0.002266,0.0007076,0.002998
5715747784,9,2157964271,883571878,,0,0.0007067,0.01393
5715747784,9,2157964271,883571878,,0,0,0
6218406404,139,32056126,882145502,,0.1313,0.00165,0.0007143
6218406404,139,32056126,882145502,,0.01221,0.001558,7.153e-05
6218406404,139,32056126,882145502,,0.009262,0,0
6218406404,139,32056126,882145502,,0,0,0
6218406404,1194,32056126,882145494,,0.1648,0.0019,0.001715
6218406404,1194,32056126,882145494,,0.08826,0.001514,7.153e-05
6218406404,1194,32056126,882145494,,0.003632,0,0
6218406404,1194,32056126,882145494,,0,0,0
6221861800,4595,32056126,882145486,,0.009415,0.0007038,0.02829
6221861800,4595,32056126,882145486,,0.006119,0,0.0007143
6221861800,4595,32056126,882145486,,0.0007524,0.0005999,7.153e-05
6221861800,4595,32056126,882145486,,0,0,0
6221861800,481,3820867554,879268985,,0.000967,0,0
6221861800,481,3820867554,879268985,,0.0008707,0.0006676,0.0006428
6221861800,481,3820867554,879268985,,0,0,7.153e-05
6221861800,481,3820867554,879268985,,0,0,0
6221861800,481,3820867554,879268985,,0,0,
6218406404,10,294927590,847847494,,0.1106,0.001772,0.001715
6218406404,10,294927590,847847494,,0.05243,0.001669,0.007217
6218406404,10,294927590,847847494,,0.003754,0,0
6218406404,10,294927590,847847494,,0,0,0
6221861800,18650,1301723,845513929,,0.015,0.0005617,0.03406
6221861800,18650,1301723,845513929,,0.00666,0,0.0002146
6221861800,18650,1301723,845513929,,0.0008106,0.0005655,7.153e-05
6221861800,18650,1301723,845513929,,0,0,0
6218406404,614,6567448,841900392,,0.1362,0.001503,0.02957
